#time1 gdp2 growth3 demand4 wages5 price6 employed7 company_capital8 consumer_capital9 interest_rate10 investments11 market_capital12 bank_capital13 total_capital14
323 526751 0.000773341 2.53518e+09 60.9908 1.056 3827 834385 0 0.035759 851.133 26558.9 605837 1.46726e+06
322 526344 0.000760565 2.53659e+09 60.8286 1.05778 3827 834860 0 0.0859969 958.345 26603 600723 1.46726e+06
321 525944 0.00107724 2.55191e+09 61.3642 1.06403 3827 839930 0 0.0359969 857.606 26710.3 600147 1.46726e+06
320 525378 0.000394844 2.55337e+09 61.1019 1.06602 3827 840399 0 0.0862347 965.812 26769.4 595012 1.46726e+06
319 525171 0.00118229 2.56869e+09 61.6596 1.07207 3827 845474 0 0.0362347 864.085 26865.3 594434 1.46726e+06
318 524551 0.000102326 2.57018e+09 61.9398 1.07419 3827 845956 0 0.0864837 973.219 26944.6 589279 1.46726e+06
317 524497 0.00127334 2.5856e+09 61.5283 1.07991 3827 851032 0 0.0364837 870.404 27030.5 588699 1.46726e+06
316 523830 0.000411468 2.58707e+09 61.6527 1.08209 3827 851527 0 0.0867292 980.378 27096.9 583523 1.46726e+06
315 523615 0.0011672 2.60257e+09 62.1335 1.08822 3827 856636 0 0.0367292 877.103 27191.4 582941 1.46726e+06
314 523004 0.000669741 2.604e+09 61.9491 1.09047 3827 857124 0 0.0869824 987.969 27252.6 577745 1.46726e+06
313 522654 0.000952444 2.61957e+09 62.3455 1.09678 3826 862258 0 0.0369824 884.006 27362.9 577160 1.46726e+06
312 522157 0.000402511 2.62104e+09 62.5431 1.09869 3827 862733 0 0.0872426 995.413 27422.6 571944 1.46726e+06
311 521947 0.00113137 2.63668e+09 62.6803 1.10487 3827 867889 0 0.0372426 890.523 27521.1 571357 1.46726e+06
310 521357 0.000728837 2.63812e+09 63.0482 1.10701 3827 868378 0 0.0874985 1002.95 27576.4 566122 1.46726e+06
309 520977 0.000911054 2.65375e+09 63.2702 1.11344 3826 873558 0 0.0374985 897.43 27687.4 565533 1.46726e+06
308 520503 0.000170719 2.65527e+09 63.4164 1.11535 3827 874036 0 0.0877636 1010.5 27762.6 560278 1.46726e+06
307 520414 0.00124136 2.67098e+09 63.4764 1.12129 3827 879215 0 0.0377636 903.759 27852.3 559687 1.46726e+06
306 519769 0.000734139 2.67245e+09 63.3302 1.12355 3826 879717 0 0.0880386 1017.93 27918.4 554413 1.46726e+06
305 519388 0.000803475 2.68851e+09 63.6039 1.13005 3827 884924 0 0.0380386 910.822 28026.8 553820 1.46726e+06
304 518971 0.00089798 2.68955e+09 63.8903 1.13233 3827 885409 0 0.0882987 1025.89 27999.2 548527 1.46726e+06
303 518505 0.000908844 2.70555e+09 64.3389 1.13875 3827 890730 0 0.0382987 1031.71 28248.4 547931 1.46726e+06
302 518034 0.000723464 2.70701e+09 64.1908 1.14077 3827 891076 0 0.0885824 1033.54 28259.5 542620 1.46726e+06
301 517660 0.00073709 2.72321e+09 64.465 1.14726 3826 896376 0 0.0385824 924.692 28372.8 542022 1.46726e+06
300 517278 0.000925862 2.72446e+09 64.4629 1.14953 3827 896861 0 0.0888405 1041.47 28337.1 536692 1.46726e+06
299 516800 0.000947448 2.74014e+09 64.5917 1.15642 3827 902227 0 0.0388405 1047.71 28522.2 536093 1.46726e+06
298 516311 0.000215921 2.74212e+09 64.748 1.15802 3827 902641 0 0.0885841 1164.96 28674.4 530746 1.46726e+06
297 516199 0.00150505 2.75782e+09 65.1748 1.16456 3827 907835 0 0.0385841 938.635 28618.5 530146 1.46726e+06
296 515424 0.00103708 2.75906e+09 65.3448 1.16721 3826 908491 0 0.0888801 1174.21 28736 524826 1.46726e+06
295 514890 0.000625549 2.77505e+09 65.5771 1.17417 3826 913694 0 0.0388801 1063.8 28865.3 524287 1.46726e+06
294 514568 0.00104433 2.77632e+09 65.4488 1.17589 3826 914103 0 0.0891824 1182.94 28904.1 518950 1.46726e+06
293 514031 0.000877221 2.79233e+09 65.8357 1.18283 3826 919402 0 0.0391824 1071.64 29024.5 518410 1.46726e+06
292 513580 0.000888008 2.79362e+09 66.07 1.18472 3826 919821 0 0.0894851 1191.82 29072.6 513057 1.46726e+06
291 513125 0.00086664 2.80965e+09 66.1816 1.1916 3826 925126 0 0.0394851 1079.59 29187.5 512515 1.46726e+06
290 512680 0.000870812 2.81095e+09 66.2044 1.19366 3827 925553 0 0.0897966 1200.82 29242 507147 1.46726e+06
289 512234 0.00101514 2.82707e+09 66.5854 1.20061 3827 930867 0 0.0397966 1087.76 29354.4 506604 1.46726e+06
288 511715 0.00106083 2.82838e+09 66.5629 1.20278 3826 931298 0 0.0901062 1210 29399.8 501220 1.46726e+06
287 511173 0.00120415 2.84443e+09 67.0595 1.21003 3826 936636 0 0.0401062 1096.29 29509.8 500675 1.46726e+06
286 510558 0.000371172 2.84577e+09 66.9188 1.2123 3826 937071 0 0.0904288 1219.58 29589.9 495277 1.46726e+06
285 510368 0.000956804 2.86195e+09 67.2328 1.21879 3826 942389 0 0.0404288 1104.22 29693.8 494731 1.46726e+06
